LANGUAGE, English, German
STRS_workplacemission_plane_marker_ziel, "Airport destination", "Airport destination"
STRS_workplacemission_plane_begin, "Your next stop is marked on the map, fly there and pick the passengers up. land your plane and park around 20 metres near him, then they will board the plane", "Your next stop is marked on the map, fly there and pick the passengers up. land your plane and park around 20 metres near him, then they will board the plane"
STRS_workplacemission_plane_wannagetin, "The passengers are boarding your plane. Stay here and wait until they have boarded your vehicle.", "The passengers are boarding your plane. Stay here and wait until they have boarded your vehicle"
STRS_workplacemission_plane_target, "Bring them to the next airport, this will be marked on the map!", "Bring them to the next airport, this will be marked on the map!"
STRS_workplacemission_plane_success, "You have successfully brought the passengers to there destination. you got your paycheck off $%1. You will get a new missions soon.", "You have successfully brought the passengers to there destination. you got your paycheck off $%1. You will get a new missions soon."
STRS_workplacemission_plane_failure, "The passengers/or you have died!!. The Airline mission is cancelled.", "The passengers/or you have died!!. The Airline mission is cancelled."
STRS_workplacemission_plane_canceled, "You finished the Airline Mission.", "Du hast die Airlinemissionen beendet."
STRS_workplacemission_plane_nospace, "There is no space in your vehicle for your passengers.",

STRS_workplacemission_weapon_alreadyhave, "You have already a Weapon delivery job. Get weapon %1", "Du hast bereits einen Waffenlieferauftrag. Bring die Waffe %1 hier hin."
STRS_workplacemission_weapon_startjob, "Get weapon %1","Beschaffe die Waffe %1"
STRS_workplacemission_weapon_donthave, "You do not have a Weapon delivery job", "Du hast keinen Waffenlieferauftrag"
STRS_workplacemission_weapon_finish, "You delivered the weapon %1 and you got $%2.", "Du hast die Waffe %1 abgeliefert und $%2 bekommen."
STRS_workplacemission_weapon_cannotfinish, "You do not have the required weapon (%1). Come back when you have it.", "Du hast nicht die verlangte Waffe (%1). Komm wieder wenn du sie hast."
STRS_workplacemission_weapon_zeitsperre, "You have to wait at least %1 Minutes since your last job to get a new one". "Du musst mindestenss %1 Minuten warten bis du einen neuen annehmen kannst"

STRS_workplacemission_addaction_searchjob, "Search-Job", "Suchjob"
STRS_workplacemission_addaction_searchjob_cancel, "Cancel Search-Job", "Suchjob abbrechen"

STRS_workplacemission_delivery_finish, "You finished your Delivery Mission and got $%1!", "Du hast die Delivery Mission erfuellt und $%1 als Belohnung bekommen!"
STRS_workplacemission_deliverymsg_1, "Here's a package with some Weapons, bring them to %1.", "Hier ist ein Paket mit Waffen, bring es zum %1"
STRS_workplacemission_deliverymsg_2, "A Client  at %1 needs this package.", "Einer unserer Clienten beim %1 braucht dieses Paket."
STRS_workplacemission_deliverymsg_3, "Take this USB Stick and bring it to %1.", "Nimm diesen USB Stick und bring ihn zum %1."
STRS_workplacemission_deliverymsg_4, "One of our Clients at %1 wants this package.", "Einer unserer Kunden beim %1 forderte dieses Paket an. Bring es zu ihm."
STRS_workplacemission_deliverymsg_5, "Here are some documents, deliver them to one of our customers at %1.", "Hier sind einige Dokumente, bring sie zu einem unserer Kunden bei %1."
STRS_workplacemission_deliverymsg_6, "Here are some new Video games for our Customers at %1.", "Hier sind ein paar neue PC Games fuer unseren Kunden bei %1."
STRS_workplacemission_deliverymsg_7, "Our Client at %1 requested some external storages. Deliver them.", "Einer unserer Kunden bei %1 forderte ein paar externe Festplatten an. Bring sie hin."
STRS_workplacemission_deliverymsg_8, "Take this package and deliver it to our Customer at %1.", "Nimm dieses Paket und bring es zu einem unserer Kunden bei %1."
STRS_workplacemission_deliverymsg_9, "There are some secret documents in this suit-case. Bring them to our Customer at %1.", "Hier sind ein paar geheime Dokumente in diesem Koffer, bring sie zu unserem Kunden in %1."
STRS_workplacemission_deliverymsg_10, "This package is for a customer at %1. Deliver it to him.", "Dieses Paket ist fuer einen unserer Kunden bei %1. Liefer es ihm ab."

STRS_workplacemission_searchjob_targetreached, "You found the object you had to find. Move closer to it in order to finish the job.", "Du hast das Objekt, das du suchen solltest, gefunden. Bitte gehe näher heran, um die Mission zu beenden."
STRS_workplacemission_search_finish, "You have found the target and got $%1!", "Du hast das Ziel gefunden und $%1 als Belohnung bekommen!"
STRS_workplacemission_searchmsg_1, "We are missing a worker. Search the forest for him.", "Wir vermissen einen Arbeiter, durchsuch den Wald nach ihm."
STRS_workplacemission_searchmsg_2, "A BlackHawk crashed in a forest. Find it.", "Ein Blackhawk ist in einen Wald gestuertzt. Finde ihn."
STRS_workplacemission_searchmsg_3, "Find a hidden barrel in the forest.", "Finde einen versteckten Kanister im Wald."

STRS_workplacemission_delivery_finishaction, "Finish Delivery Mission!", "Delivery Mission erfolgreich beenden!"
STRS_workplacemission_search_finishaction, "Find this Object!", "Dieses Object finden!"

STRS_addaction_weaponjob_anfang, "Get Weapon delivery job", "Waffenlieferauftrag bekommen"
STRS_workplacemission_weaponjob_ende, "Finish Weapon delivery job", "Waffe abliefern"
STRS_workplacemission_already, "You already got a Workplace Job.", "Du hast bereits einen Workplace Job."

STRS_workplacemission_taxi_action, "Taxi Mission", "Taxi Mission"
STRS_workplacemission_taxi_cancelaction, "Finish Taxi Mission", "Taxi Mission beenden"

STRS_workplacemission_taxi_alreadyinuse, "Either you already agreed to the Taxi mission, or you finished it within the last %1 minutes, so you can not agree to them now.", "Entweder hast du die Taxi-Mission bereits angenommen, oder du hast sie innerhalb der letzten %1 Minuten beendet. Daher kannst du sie jetzt nicht benutzen."
STRS_workplacemission_taxi_marker_kunde, "Your passenger waits here", "Dein Fahrgast wartet hier"
STRS_workplacemission_taxi_marker_ziel, "Your passenger wants to get here", "Dein Fahrgast moechte hier hin"
STRS_workplacemission_taxi_begin, "A Passenger waits for you. You can see his position on the map. Drive around 20 metres near him, then he boards your vehicle automatically.", "Ein Kunde wartet auf dich. Schau auf der Karte nach, wo er ist! fahre etwa 20m an ihn heran, er kommt dann zum fahrzeug."
STRS_workplacemission_taxi_wannagetin, "Your passenger wanna get in your car. Stay here and wait until he boarded your vehicle.", "Der Kunde moechte einsteigen. Bleib stehen und warte, bis er eingestiegen ist."
STRS_workplacemission_taxi_target, "Bring him to the position marked on the map!", "Bringe ihn zur Position, die auf der Karte markiert ist!"
STRS_workplacemission_taxi_success, "You successfully took your passenger to the target. For this mission you got $%1. You get a new taxi mission within a few seconds.", "Du hast den Kunden erfolgreich ans Ziel gebracht. Du bekommst fuer diese Taximission $%1. In kuerze wird ein neuer Taxiauftrag eingehen."
STRS_workplacemission_taxi_failure, "Either you or your passenger are dead. The Taxi-Mission is cancelled.", "Entweder du oder der Kunde sind Tot. Die Taximission ist Beendet."
STRS_workplacemission_taxi_canceled, "You finished the Taxi Mission.", "Du hast die Taximissionen beendet."
STRS_workplacemission_taxi_nospace, "There is no space in your vehicle for your passenger.", "In deinem Fahrzeug ist kein Platz fuer deinen Fahrgast."
STRS_workplacemission_taxi_no_license, "You need a Taxidriver License in order to transport persons!", "Du brauchst die Taxifahrer-Lizenz um Personen zu transportieren"

STRS_rennen_kein_vehicle, "You have to be the driver of the vehicle.", "Du musst der Fahrer in einem Wagen sein, um teilnehmen zu koennen."
STRS_rennen_already_racemember, "You have already joined the race.", "Du bist bereits dem Rennen beigetreten."
STRS_rennen_kein_fahrer, "You have to be the driver of the vehicle.", "Du musst der Fahrer des Fahrzeuges sein, um am Rennen teilzunehmen."
STRS_rennen_falsches_vcl, "You are not allowed to join the race with this car!", "Du darfst mit diesem Fahrzeug nicht am Rennen teilnehmen!"
STRS_rennen_hat_angefangen, "The race has already started.", "Das Rennen hat bereits begonnen, du musst warten."
STRS_rennen_no_racemoney, "You can't afford this.", "Du kannst dir dies nicht leisten."
STRS_rennen_joinedrace, "You joined the race.", "Du bist dem Rennen beigetreten."
STRS_rennen_tot, "You are dead and left the race.", "Du wurdest vom Rennen ausgeschlossen, da du tot bist."
STRS_rennen_vcltot, "Your vehicle was destroyed and you left the race.", "Dein Fahrzeug, das fuer das Rennen angemeldet wurde, wurde zerstoert."
STRS_rennen_zuende, "The race has finished.", "Das Rennen wurde beendet"

STRS_rennen_pub_start1, "A Street Race will start in 60 seconds.", "Ein Strassenrennen startet in 60 Sekunden."
STRS_rennen_pub_start2, "The race started. %1 players are fighting for $%2.", "Das Rennen startet jetzt. Es nehmen gesamt %1 Spieler teil und es gibt ein Preismoney in Hoehe von $%2 fuer den Sieger!"
STRS_rennen_pub_ausgeschlossen, "You were too far away from the starting position of the race. You have been removed from the race.", "Du warst zu weit von der Startposition entfernt und wurdest vom Rennen ausgeschlossen."
STRS_rennen_pub_record, "Winners Time: %1!!!", "Damit wurde eine neue Bestzeit von %1 aufgestellt!!!",
STRS_rennen_pub_gewinnermeldung, "The street race ended. The winner is %1 who drove the whole Race in %2 seconds! %3", "Das Rennen wurde beendet. Der Gewinner ist %1 mit einer Zeit von %2! %3"
STRS_rennen_pub_gewinner, "You won the street race and got $%1", "Du hast das Rennengewonnen und $%1 erhalten."
STRS_rennen_pub_abort, "The race was cancelled.", "Das Rennen wurde abgebrochen!"

// Unflip.sqf
// ################################################################################################

STRS_unflip_cant, "You are currently flipping a vehicle, wait.", "Du bist gerade dabei ein Fahrzeug aufzurichten, warte."
STRS_unflip_no_cooter, "There is no Cooter TOW Truck around to flip the vehicle", "Es ist kein Cooter TOW Truck in der naehe um das Fahrzeug aufzurichten"
STRS_unflipped, "Vehicle flipped", "Fahrzeug aufgerichtet"
STRS_in_car, "You must be on foot", "Du musst dazu zu fuss sein"

// MAIN MENU
// ################################################################################################mm

STRS_mainmenu_MissionTutorial, "In this small Tutorial we will explain the basic aspects of the mission. For more information visit Sahrani Life:Reloaded Community Forums under www.arma-rpg.com.\n\n
	- Money, Items and the Inventory:\n
	Money is one of the important things in Sahrani Life. While cops receive their normal paychecks after some time, civs have to work for their money. 
	Legal ways to earn money are staying in one of the workplaces, buy some workers, do some jobs for the workplaces, deal with other players and more. 
	Illegal ways to earn money are robing the bank, dealing with drugs or robing other players. More information about ways to earn money can be found in the briefing. 
	Money and all the other items will be stored in your own inventory. You can open it by using the corespondending entry in your action menu. Items can be used, deleted or given to other players. Information about the items can be seen in the inventory.
	All shops where you can buy and sell items are marked on the map (Items are Vehicles, Weapons and other Objects such as repair kits...). Keep in mind that you have to buy a license for weapons and some other items before you are able to buy them. 
	When you die you lose you whole inventory. In order to save your money and items you can store them in your bank account, at your hideout or other storages. 
	If you lose your connection your account is saved on the server so you keep your money after a reconnect. Licenses are also saved. 
	Note that all saved information is lost when the server restarts or changes the map.\n\n
	- A word on weapons and vehicles:\n
	You should always holster your weapons by using the animation menu which can be found in your action menu. By carrying unholstered weapons cops will see you as a threat and attack you. 
	Using a vehicle you should always make sure that you are driving on the right side of the road and watch out for police checkpoints. Note that you vehicle can be locked using the action entry or the keychain in you inventory. \n\n
	- Getting started:\n
	As a cop you should always communicate with the other people. Warn before you shoot and try to stun instead of kill civilians. The first thing you should do is to get a stun gun, other weapons and a vehicle. 
	As a civ you are very low on money. You should buy a drivers license and a small vehicle in order to drive to a work place and do some jobs or stay there for a while. When having enough money you can buy workplaces, shops or other things to get some income.
	
	", "In diesem kleinen Tutorial werden wir die wichtigsten Eigenschaften der Mission vorstellen, um einen einfachen Einstieg in die Mission zu ermoeglichen. Zusaetzliche Informationen gibt es in dem Sahrani Life:Reloaded Forum unter www.arma-rpg.com\n\n
	- money, Items und das Inventar:\n
	money ist eines der wichtigsten Dinge in Sahrani Life. Waehrend Cops ihren normalen paycheck erhalten, muessen Civs mehr fuer ihr money machen.
	Legale Wege um money zu verdienen sind z.B. sich in Workplaces aufzuhalten, Arbeiter zu kaufen und dort arbeiten zu lassen, Missionen fuer die Workplaces erledigen oder mit anderen Spielern handeln.
	Illegale Moeglichkeiten sind hingegen die Bank auszurauben, mit Drogen zu handeln oder andere Spieler zu bestehlen. Weitere Wege koennen im Briefing eingesehen werden.
	money und andere Items/Gegenstaende werden in deinem Inventar gelagert. Dies kann durch den dazugehoerigen Eintrag im Aktionsmenu geoeffnet werden. Die Items koennen benutzt, geloescht oder an andere Spieler uebergeben werden. Informationen ueber die einzelnen Items koennen im Inventar angesehen werden.
	Alle Geschaefte bei denen man sowohl Items kaufen als auch verkaufen kann (zu den Items zaehlen Fahrzeuge, Waffen und Objekte wie z.B. Benzinkanister) sind auf der Karte eingezeichnet. Beachte das fuer den Kauf mancher Objekte bestimmte Lizenzen notwendig sind, die an den auf der Karte markierten Positionen erworben werden koennen.
	Im Falle eines Todes wird das gesamte Inventar (mit wenigen Ausnahmen) geleert. Sicher sind die Items und das money jedoch auf der Bank oder bei anderen Lagern wie z.B. im Hideout.
	Sollte es zu einem Disconnect kommen ist der Bankaccount und die gelagerten gegenstaende (nicht die aus dem Inventar) auf dem Server gespeichert und stehen bei einem reconnect wieder zur Verfuegung. Lizenzen werden auch gespeichert.
	Sollte der Server die Mission neu starten oder wechseln, so sind alle gespeicherten Daten verloren.\n\n
	- Ein Wort ueber Waffen und Fahrzeuge:\n
	Du solltest deine Waffe immer geholstert(eingepackt) haben, um von den Cops nicht als Bedrohung gesehen zu werden. Dies ist durch eine Animation im Animationsmenu moeglich, welches ueber das Aktionsmenu geoeffnet werden kann.
	Wenn du ein Fahrzeug benutzt solltest du immer rechts fahren und auf Polizei-Kontrollen achten. Beachte, dass du dein Fahrzeug mit einer Aktion im Aktionsmenu oder mit dem Schluessel im Inventar auf und abschliessen kannst, sodass es nicht gestohlen werden kann.\n\n
	- Der Anfang:\n
	Als Cop solltest du immer mit den anderen Spielern kommunizieren und versuchen, andere Spieler ohne Gewalt zu verhaften, falls sie Straftaten begangen haben. Hierzu kann die Stun-gun verwendet werden. Scharfe Waffen sollten immer die letzte Option sein. Als erstes solltest du dich in der Basis ausruesten und dir ein Auto kaufen.
	Als Civ musst du haerter fuer dein money arbeiten und solltest dir zu Beginn des Spiels eine Autolizenz und ein Fahrzeug kaufen, um vorerst an einem der workplaces money zu verdienen. Wenn du genug money beisammen hast, kannst du workplaces, shops oder andere Objekte erwerben, um dir ein gewisses Einkommen zu sichern."


STRS_mainmenu_AboutThisMission, "About this mission: \n
	Mission Created by Arma-RPG.com RPG Community for the RPG Fans out there!

	", "Ueber diese Mission: \n
	Missien erstellt von der Arma-RPG.com Community fuer die RPG Fans da draussen!"

STRS_mainmenu_FAQ, "Frequently Asked Questions:\n
	1. Is this the newest version of Sahrani Life: Reloaded?\n
	- Information about the latest versions can be found on the SLR-RPG Community Forums (slr-rpg.webs.com).\n\n
	2. Who created this mission and how can i contact them?\n
	- This mission was created by the Arma-RPG.com and SLR-RPG Communities. Its a Fork of the original SL by Issetea and Fewo.\n
	3. I have new ideas - where can i talk about it?\n
	- Write your suggestion in the slr-rpg.webs.com Forums.\n\n
	4. I want to modify this version of SL:R. How do i do it?\n
	- Simply do it! However it would be nice if you post your changes and version in the slr-rpg.webs.de Forums, maybe we like what you did and what to implement your changes in our version too.\n

	", "Frequently Asked Questions:\n
	1. Ist das hier die neuste Version von Sahrani Life:Reloaded?\n
	- Informationen ueber die neusten versionen koennen im slr-rpg.webs.com Community Forum in Erfahrung gebracht werden (slr-rpg.webs.com).\n\n
	2. Wer hat diese Mission erstellt und wie kann ich die Macher kontaktieren?\n
	- Diese Mission wurde von der Arma-RPG.com Community fuer die RPG-Fans erstellt. Es ist eine absplitterung vom originalen SL von Issetea und Fewo. Kontaktmoeglichkeiten sind das Forum unter slr-rpg.webs.com\n
	3. Ich habe Verbesserungsvorschlaege - Wo werde ich sie los?\n
	- Schreibe die Vorschlaege ins slr-rpg.webs.com!\n\n
	4. Ich moechte diese Mission editieren. Wie mache ich das?\n
	- Mach es einfach! Trotzdemm koenntest du ins Arma-RPG.com Forum deine Veraenderungen posten, evtl. moegen wir deine Edits und wollen sie in unsere Mission mit aufnehmen."


// Sat Cam


// CAMERA
// ################################################################################################dick

STRD_cam_clickmap, "Click on map to Start the Satcam there!", "Klicke auf die Karte um an dieser position zu starten!"
STRD_cam_callTookToLong, "Sattelite Camera aborted - you took to long!", "Sattellit-Kamera abgebrochen - du hast zu lange gebraucht!"
STRD_cam_notavail, "Sattelite is not in the correct orbit currently, try again later!", "Sattelit momentan nicht in der passenden Umlaufbahn, vesuche es spaeter wieder!"
STRD_cam_orbit_reached, "The Sattelite reached the Orbit, Satcam is now available!", "Der Sattelit hat die Umlaufbahn erreicht, Satcam jetzt verfuegbar!"
STRD_cam_orbit_passed, "The Sattelite passed out the Orbit, Satcam is not available currently...", "Der Sattelit hat die Umlaufbahn verlassen, Satcam jetzt nicht mehr verfuegbar..."
STRD_cam_warmup, "Location logged-in, Sattelite is aligning itself (please close you map now!!!)", "Zielposition eingeloggt, Sattelit bringt sich in position! (Bitte Map jetzt schliesen!!!)"
STRD_cam_description_header, "Free cam", "Freie Kamera"
STRD_cam_description_100north, "100m North", "100m ri. Norden"
STRD_cam_description_100south, "100m South", "100m ri. Sueden"
STRD_cam_description_100west, "100m West", "100m ri. Westen"
STRD_cam_description_100east, "100m East", "100m ri. Osten"
STRD_cam_description_halt, "Stop", "Halt"
STRD_cam_description_zoomin, "Zoom in", "Reinzoomen"
STRD_cam_description_zoomout, "Zoom out", "Rauszoomen"
STRD_cam_description_resetbright, "auto. Brightness", "auto. Helligkeit"
STRD_cam_description_nvgon, "NV on", "NV an"
STRD_cam_description_nvgoff, "NV off", "NV aus"


// TELEPHONE CELLPHONE STUFF
STRD_phone_alreadyinuse, "Your Phone is already in use!", "Du benutzt dein Handy bereits!"
STRD_phone_description, "Phone Menu", "Telefon Menue"
STRD_phone_policebutton, "Call 158 (Police)!", "Weahle 158 (Polizei)!"
STRD_phone_ambulancebutton, "Call the Ambulance!", "Rufe die Ambulanz!"
STRD_phone_taxibutton, "Call for a Taxi", "Rufe ein Taxi"
STRD_phone_descriptionfield, "Short Description of Situation", "Kurze Beschreibung der Situation"

STRD_phone_policeself, "You are a Policeman - To call your Collegues, use the panic button or the sidechat", "Du bist selber Polizist, nutze den Panic Button oder sidechat um deine Kollegen zu Rufen!"
STRD_phone_policCallTitleText, "This is the Police of Sahrani, please click first on your map to transfer us the location, of the situation you are reporting", "Hier ist die Polizei von Sahrani, bitte klicke zu erst auf die Karte, um die Position der Situation zu uebertragen!"
STRD_phone_policCallTitleTextNextStep, "Location received and understood! Please describe us briefly the situation you are reporting!", "Positionsdaten erhalten! Gib uns nun eine kurze Beschreibung, welche die genaue Situation an der ausgeweahlten Position beschreibt"
STRD_phone_callTookToLong, "Phonecall aborted - you took to long!", "Telefongesrpraech abgebrochen - du hast zu lange gebraucht!"
STRD_phone_callsuccesfull, "The Phonecall was succesfull and the Police is alarmed!", "Das Telefongesrpraech war Erfolgreich und die Polizei ist Alarmiert!"
STRD_phone_callsuccesfull_medic, "The Phonecall was succesfull and the Ambulance is alarmed!", "Das Telefongesrpraech war Erfolgreich und die Ambulanz ist Alarmiert!"
STRD_phone_callsuccesfull_taxi, "Taxi was successfully requested, a free driver should get in contact with you soon!", "Ein Taxi wurde erfolgreich Bestellt, ein freier Fahrer sollte sich bald mit dir in verbindung setzen!"

STRD_phone_medicCallTitleText, "This is the Sahrani Emergency Service, please click on your map to transfer us the location of the emergency!", "Hier ist Notfalldienst von Sahrani, bitte klicke auf die Karte um die Position des Notfalls zu uebertragen!"
STRD_phone_medicCallTitleTextNextStep, "Location received and understood! Please describe us briefly the emergency-situation!", "Notfall-Positionsdaten erhalten! Gib uns nun eine kurze Beschreibung, welche die Art des Notfalls an der ausgeweahlten Position beschreibt"

STRD_phone_taxiCallTitleText, "This is the Sahrani Taxi Dispatch, please click on your map to transfer us your current location - thank you!", "Hier ist der Sahrani Taxi-Verteilungs-Dienst, bitte markiere auf der Karte deine aktuelle Position (einfacher klick) - danke!"
STRD_phone_taxiCallTitleTextNextStep, "We received your location, thank you. Please enter now any additional informations about your requested ride, like proposed payment, destination, etc - otherwise leave blank and just press SEND.", "Wir haben ihre Position erhalten, danke! Bitte Uebertragen sie wenn moeglich weitere Daten ihrer geplanten fahrt, wie Bezahlungs-Vorschlag, Zieladresse, etc. - ansonsten einfach SENDEN druecken!"

STRD_phone_call_marker_desc_police, "Police Request", "Polizei Alarmierung"
STRD_phone_call_marker_desc_medic, "Emergency", "Notfall"
STRD_phone_call_marker_desc_taxi, "Taxi called", "Taxi gerufen"

STRD_phone_call_alarm_msg_police, "#####ATTENTION ALL UNITS!##### --> %1 just called for the Police. He Transmitted this as Description of the Situation: >> %2 << A red Marker has been placed at the position he has reported!", "#####ACHTUNG AN ALLE EINHEITEN!##### --> %1 Hat gerade die Polizei Gerufen. Er beschreibt die Situation mit: >> %2 <<. Ein roter Marker wurde an der Stelle erstellt, die er uebermittelt hat!"
STRD_phone_call_alarm_msg_medic, "#####EMERGENCY-SITUATION!##### --> %1 just reported a Emergency-Situation and called for the Ambulance. He Transmitted this as emergency-description: >> %2 << A red Medic-car shaped Marker has been placed at the position he has reported!", "#####Notfall-Situation!##### --> %1 Hat gerade einen Notfall und hat die Ambulanz angerufen. Er beschreibt den Notfall mit: >> %2 <<. Ein roter Krankenwagen-Marker wurde an der Stelle erstellt, die er uebermittelt hat!"
STRD_phone_call_alarm_msg_taxi, "#####Taxi-Dispatch##### --> %1 just requested a Taxi-Ride! His possible destination will be/additional informations are >> %2 <<  A yellow Marker has been placed at his position!", "#####Taxi-Verteilungs-Zentrum##### --> %1 Hat gerade ein Taxi Bestellt. Sein warscheinliches Ziel wird sein/Zusatzinformationen fuer den Fahrer: >> %2 <<. Ein gelber Marker wurde an seiner aktuellen Position erstellt."
STRD_phone_call_alarm_add_msg_police, "Hint for Police-Calls:\nSometimes - depending on the reported Situation - it is better to treat a police-call or report in a discrete way...", "Hinweise fuer Polizei-Anrufe:\nManchmal ist es besser eingegangene Anrufe/Benachrichtigungen eher Diskret zu behandeln....."
STRD_phone_call_alarm_add_msg_taxidriver, "Taxidriver Hint:\nIf you are free currently, you should respond to %1 (your potential customer) as soon as possible, to deal with further details and questions like payment, etc...", "Taxifahrer Hinweis:\nWenn du momentan Frei bist, solltest du %1 (potentieller Kunde) so schnell wie moeglich Antworten, um weitere details wie Bezahlung, usw. zu besprechen..."
